年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,中階主管(經理),廣播、電視節目編排及傳播業,659,88104,83501,4603
2019,監督人員(含現場及辦公室主任、科/股長),廣播、電視節目編排及傳播業,1019,57248,55314,1934
2019,專業人員,廣播、電視節目編排及傳播業,4006,46124,45122,1002
2019,數學、精算及統計專業人員,廣播、電視節目編排及傳播業,… ,… ,… ,… 
2019,品管工程師,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,機械工程師(含造船、輪機、鑄造),廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,醫療器材、醫學工程師,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,光學工程師,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,電機工程師,廣播、電視節目編排及傳播業,152,52653,52653,— 
2019,電子工程師,廣播、電視節目編排及傳播業,… ,… ,… ,… 
2019,電信工程師,廣播、電視節目編排及傳播業,93,47774,45150,2624
2019,平面及多媒體設計師,廣播、電視節目編排及傳播業,371,39297,38798,499
2019,護理人員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,勞安及衛生管理人員(含工業安全管理師),廣播、電視節目編排及傳播業,11,53473,53056,417
2019,補教業教師,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,會(審)計師(含會計稽核),廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,財務、經濟及投資分析研究人員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,專案管理師(含經營管理顧問),廣播、電視節目編排及傳播業,25,63416,63176,240
2019,稽核人員,廣播、電視節目編排及傳播業,— ,— ,— ,— 
2019,人力資源管理師,廣播、電視節目編排及傳播業,10,49624,49624,— 
2019,廣告及行銷專業人員(含企劃),廣播、電視節目編排及傳播業,396,45482,40993,4489
2019,公關專業人員,廣播、電視節目編排及傳播業,87,39253,38443,810
2019,資訊系統分析及設計師,廣播、電視節目編排及傳播業,31,51620,49697,1923
